Time,I_dir,I_dif,m_dot,T_amb,T_in,T_out
4465,766.35,119.06,38.70,30.25,49.33,52.54
4466,766.35,119.06,38.74,30.27,49.32,52.54
4467,766.35,119.06,38.76,30.27,49.33,52.53
4468,766.34,119.06,38.74,30.27,49.33,52.54
4469,766.34,119.06,38.74,30.27,49.33,52.53
4470,766.34,119.07,38.67,30.28,49.34,52.54
4471,766.34,119.07,38.61,30.29,49.33,52.54
4472,766.33,119.07,38.59,30.29,49.33,52.54
4473,766.33,119.07,38.57,30.29,49.33,52.54
4474,766.33,119.07,38.59,30.29,49.32,52.52
4475,766.33,119.07,38.68,30.30,49.33,52.53
4476,766.32,119.07,38.68,30.30,49.34,52.54
4477,766.32,119.07,38.87,30.30,49.33,52.53
4478,766.32,119.07,38.87,30.31,49.33,52.54
4479,766.32,119.07,38.97,30.31,49.33,52.54
4480,766.32,119.07,39.02,30.31,49.32,52.52
4481,766.32,119.07,39.00,30.31,49.32,52.52
4482,766.31,119.07,38.94,30.30,49.33,52.53
4483,766.31,119.07,38.87,30.30,49.33,52.53
4484,766.31,119.07,38.79,30.30,49.33,52.53
4485,766.31,119.07,38.79,30.31,49.33,52.53
4486,766.30,119.07,38.78,30.31,49.32,52.53
4487,766.30,119.07,38.78,30.31,49.33,52.54
4488,766.30,119.07,38.78,30.32,49.33,52.53
4489,766.30,119.07,38.76,30.31,49.33,52.53
4490,766.30,119.07,38.71,30.31,49.34,52.54
4491,766.30,119.07,38.67,30.31,49.34,52.53
4492,766.30,119.07,38.67,30.31,49.34,52.54
4493,766.30,119.07,38.74,30.31,49.33,52.53
4494,766.29,119.07,38.74,30.31,49.33,52.51
4495,766.29,119.07,38.78,30.31,49.33,52.54
4496,766.29,119.07,38.84,30.31,49.33,52.53
4497,766.29,119.07,38.87,30.31,49.33,52.53
4498,766.30,119.07,38.87,30.31,49.33,52.52
4499,766.30,119.07,38.87,30.31,49.34,52.53
4500,766.30,119.07,38.87,30.31,49.35,52.54
4501,766.30,119.07,38.87,30.31,49.35,52.54
4502,766.31,119.07,38.85,30.30,49.34,52.53
4503,766.31,119.07,38.83,30.30,49.34,52.53
4504,766.32,119.07,38.83,30.30,49.34,52.54
4505,766.32,119.07,38.81,30.30,49.35,52.54
4506,766.32,119.07,38.81,30.30,49.35,52.55
4507,766.33,119.07,38.88,30.30,49.35,52.54
4508,766.33,119.07,38.88,30.30,49.35,52.53
4509,766.33,119.07,38.91,30.30,49.35,52.54
4510,766.34,119.07,38.92,30.31,49.35,52.54
4511,766.34,119.07,38.92,30.31,49.35,52.53
4512,766.35,119.07,38.85,30.32,49.35,52.54
4513,766.35,119.07,38.80,30.32,49.35,52.54
4514,766.35,119.07,38.76,30.33,49.34,52.54
4515,766.35,119.07,38.76,30.32,49.35,52.54
4516,766.35,119.07,38.81,30.33,49.35,52.54
4517,766.35,119.07,38.81,30.34,49.35,52.54
4518,766.35,119.07,38.83,30.36,49.36,52.54
4519,766.35,119.07,38.82,30.35,49.35,52.54
4520,766.36,119.07,38.76,30.37,49.35,52.54
4521,766.36,119.07,38.74,30.37,49.35,52.55
4522,766.36,119.07,38.74,30.37,49.36,52.54
4523,766.37,119.07,38.70,30.37,49.35,52.54
4524,766.38,119.07,38.70,30.39,49.35,52.55
4525,766.38,119.07,38.72,30.41,49.36,52.54
4526,766.39,119.07,38.76,30.42,49.35,52.55
4527,766.39,119.07,38.72,30.42,49.36,52.54
4528,766.39,119.07,38.70,30.43,49.36,52.54
4529,766.40,119.07,38.70,30.43,49.36,52.54
4530,766.41,119.07,38.68,30.44,49.36,52.56
4531,766.41,119.07,38.68,30.45,49.36,52.55
4532,766.41,119.07,38.76,30.46,49.36,52.55
4533,766.42,119.07,38.81,30.47,49.36,52.54
4534,766.42,119.07,38.85,30.46,49.36,52.55
4535,766.43,119.07,38.87,30.47,49.36,52.55
4536,766.43,119.07,38.87,30.47,49.36,52.55
4537,766.44,119.07,38.85,30.47,49.37,52.54
4538,766.44,119.07,38.85,30.47,49.36,52.55
4539,766.45,119.07,38.85,30.45,49.36,52.55
4540,766.45,119.07,38.76,30.47,49.35,52.54
4541,766.46,119.07,38.76,30.47,49.36,52.55
4542,766.47,119.07,38.74,30.47,49.37,52.55
4543,766.47,119.07,38.72,30.46,49.37,52.55
4544,766.48,119.07,38.74,30.46,49.36,52.56
4545,766.48,119.07,38.74,30.46,49.37,52.55
4546,766.49,119.07,38.83,30.47,49.36,52.55
4547,766.49,119.07,38.83,30.47,49.37,52.55
4548,766.50,119.07,38.78,30.47,49.37,52.56
4549,766.50,119.07,38.78,30.47,49.38,52.55
4550,766.50,119.07,38.74,30.47,49.38,52.54
4551,766.50,119.07,38.68,30.48,49.37,52.54
4552,766.51,119.07,38.61,30.48,49.37,52.55
4553,766.50,119.07,38.59,30.48,49.37,52.55
4554,766.50,119.07,38.68,30.48,49.37,52.56
4555,766.50,119.07,38.68,30.49,49.37,52.55
4556,766.50,119.07,38.76,30.49,49.38,52.56
4557,766.49,119.07,38.81,30.50,49.38,52.56
4558,766.49,119.07,38.83,30.49,49.38,52.56
4559,766.49,119.07,38.81,30.50,49.38,52.56
4560,766.48,119.07,38.72,30.50,49.39,52.56
4561,766.48,119.07,38.68,30.50,49.38,52.55
4562,766.48,119.07,38.68,30.50,49.38,52.56
4563,766.47,119.07,38.70,30.50,49.39,52.56
4564,766.47,119.07,38.70,30.50,49.39,52.57
4565,766.47,119.07,38.74,30.50,49.38,52.56
4566,766.46,119.07,38.85,30.51,49.38,52.57
4567,766.46,119.07,38.89,30.51,49.38,52.57
4568,766.46,119.07,38.91,30.50,49.38,52.56
4569,766.46,119.07,38.91,30.50,49.39,52.56
4570,766.46,119.07,38.96,30.48,49.38,52.57
4571,766.46,119.07,38.96,30.47,49.39,52.57
4572,766.46,119.07,38.92,30.47,49.38,52.57
4573,766.46,119.07,38.89,30.46,49.40,52.57
4574,766.46,119.07,38.83,30.45,49.40,52.56
4575,766.46,119.07,38.76,30.45,49.39,52.56
4576,766.45,119.07,38.76,30.44,49.38,52.57
4577,766.45,119.07,38.80,30.44,49.39,52.56
4578,766.45,119.07,38.80,30.43,49.39,52.57
4579,766.45,119.07,38.87,30.43,49.39,52.56
4580,766.45,119.07,38.87,30.42,49.39,52.57
4581,766.45,119.07,38.92,30.41,49.39,52.57
4582,766.45,119.07,38.89,30.40,49.39,52.57
4583,766.46,119.07,38.85,30.40,49.40,52.58
4584,766.46,119.07,38.83,30.39,49.40,52.58
4585,766.45,119.07,38.83,30.39,49.40,52.57
4586,766.45,119.07,38.76,30.38,49.40,52.58
4587,766.46,119.07,38.76,30.38,49.40,52.57
4588,766.46,119.07,38.74,30.38,49.39,52.57
4589,766.46,119.07,38.79,30.38,49.39,52.57
4590,766.46,119.07,38.83,30.38,49.40,52.57
4591,766.46,119.07,38.87,30.37,49.40,52.57
4592,766.46,119.07,38.87,30.38,49.40,52.57
4593,766.46,119.07,38.96,30.39,49.41,52.58
4594,766.46,119.06,38.96,30.38,49.41,52.58
4595,766.46,119.06,38.98,30.39,49.40,52.57
4596,766.46,119.06,38.98,30.40,49.41,52.58
4597,766.46,119.06,38.98,30.40,49.41,52.58
4598,766.46,119.06,38.98,30.41,49.41,52.58
4599,766.47,119.06,38.98,30.41,49.41,52.57
4600,766.47,119.06,38.96,30.41,49.41,52.57
4601,766.46,119.06,38.96,30.43,49.41,52.59
4602,766.46,119.06,38.92,30.43,49.41,52.58
4603,766.46,119.06,38.87,30.44,49.41,52.58
4604,766.46,119.06,38.81,30.45,49.42,52.58
4605,766.46,119.06,38.78,30.45,49.42,52.58
4606,766.46,119.06,38.78,30.45,49.42,52.59
4607,766.45,119.06,38.81,30.46,49.42,52.59
4608,766.45,119.06,38.81,30.45,49.42,52.59
4609,766.45,119.06,38.85,30.45,49.42,52.59
4610,766.45,119.06,38.85,30.44,49.41,52.58
4611,766.44,119.06,38.83,30.44,49.42,52.58
4612,766.44,119.06,38.85,30.44,49.42,52.59
4613,766.44,119.06,38.87,30.42,49.42,52.59
4614,766.43,119.06,38.94,30.42,49.41,52.59
4615,766.43,119.06,38.94,30.41,49.42,52.58
4616,766.43,119.06,39.02,30.40,49.42,52.58
4617,766.43,119.06,39.02,30.39,49.42,52.57
4618,766.43,119.06,38.99,30.40,49.42,52.59
4619,766.43,119.06,38.92,30.40,49.43,52.59
4620,766.43,119.06,38.81,30.39,49.42,52.59
4621,766.43,119.06,38.72,30.38,49.42,52.59
4622,766.43,119.06,38.68,30.38,49.42,52.60
4623,766.43,119.06,38.68,30.39,49.42,52.60
4624,766.42,119.06,38.68,30.38,49.43,52.60
4625,766.42,119.06,38.70,30.39,49.42,52.60
4626,766.42,119.06,38.70,30.40,49.42,52.61
4627,766.42,119.06,38.74,30.39,49.43,52.60
4628,766.42,119.06,38.78,30.40,49.42,52.60
4629,766.42,119.06,38.84,30.40,49.42,52.60
4630,766.42,119.06,38.92,30.40,49.42,52.60
4631,766.42,119.06,38.94,30.41,49.42,52.59
4632,766.43,119.06,38.94,30.42,49.42,52.60
4633,766.43,119.06,38.89,30.44,49.43,52.60
4634,766.43,119.06,38.87,30.46,49.44,52.61
4635,766.44,119.06,38.83,30.46,49.44,52.61
4636,766.44,119.06,38.83,30.46,49.44,52.60
4637,766.44,119.06,38.87,30.46,49.43,52.60
4638,766.44,119.06,38.96,30.47,49.43,52.62
4639,766.44,119.06,38.96,30.47,49.44,52.61
4640,766.44,119.06,38.94,30.47,49.43,52.61
4641,766.44,119.06,38.94,30.46,49.43,52.60
4642,766.45,119.05,38.96,30.46,49.43,52.60
4643,766.45,119.05,38.91,30.47,49.44,52.60
4644,766.46,119.05,38.87,30.46,49.44,52.60
4645,766.46,119.05,38.87,30.46,49.44,52.60
4646,766.46,119.05,38.89,30.46,49.43,52.62
4647,766.47,119.05,38.89,30.45,49.44,52.62
4648,766.47,119.05,38.94,30.44,49.44,52.61
4649,766.48,119.05,38.94,30.43,49.44,52.63
4650,766.48,119.05,38.98,30.42,49.44,52.62
4651,766.49,119.05,39.00,30.40,49.44,52.61
4652,766.49,119.05,39.04,30.39,49.44,52.61
4653,766.49,119.05,39.00,30.39,49.44,52.61
4654,766.50,119.05,39.00,30.37,49.44,52.62
4655,766.51,119.05,38.87,30.37,49.44,52.62
4656,766.51,119.05,38.87,30.36,49.44,52.61
4657,766.52,119.05,38.83,30.35,49.44,52.60
4658,766.52,119.05,38.85,30.34,49.44,52.62
4659,766.53,119.05,38.87,30.33,49.44,52.61
4660,766.54,119.05,38.92,30.34,49.45,52.61
4661,766.54,119.05,38.92,30.34,49.45,52.62
4662,766.55,119.05,38.92,30.33,49.45,52.61
4663,766.56,119.05,38.92,30.35,49.45,52.62
4664,766.56,119.05,38.89,30.36,49.45,52.62
4665,766.57,119.05,38.83,30.36,49.45,52.62
4666,766.58,119.05,38.78,30.38,49.45,52.61
4667,766.58,119.05,38.76,30.38,49.45,52.62
4668,766.59,119.04,38.78,30.38,49.46,52.62
4669,766.59,119.04,38.85,30.38,49.46,52.62
4670,766.60,119.04,38.85,30.37,49.45,52.63
4671,766.60,119.04,38.91,30.39,49.46,52.63
4672,766.61,119.04,38.94,30.38,49.46,52.63
4673,766.61,119.04,38.96,30.38,49.45,52.62
4674,766.62,119.04,39.00,30.38,49.46,52.62
4675,766.63,119.04,39.00,30.38,49.46,52.62
4676,766.63,119.04,39.00,30.38,49.46,52.63
4677,766.64,119.04,39.00,30.39,49.47,52.63
4678,766.64,119.04,38.98,30.38,49.46,52.63
4679,766.65,119.04,38.98,30.40,49.46,52.62
4680,766.66,119.04,38.92,30.39,49.46,52.63
4681,766.67,119.04,38.89,30.38,49.47,52.63
4682,766.67,119.04,38.87,30.37,49.46,52.62
4683,766.68,119.04,38.87,30.36,49.46,52.62
4684,766.69,119.04,38.89,30.36,49.46,52.63
4685,766.69,119.04,38.89,30.37,49.46,52.62
4686,766.70,119.04,38.92,30.36,49.47,52.63
4687,766.70,119.04,38.92,30.36,49.47,52.64
4688,766.71,119.04,38.92,30.35,49.47,52.63
4689,766.71,119.04,38.85,30.35,49.47,52.62
4690,766.72,119.04,38.79,30.34,49.47,52.63
4691,766.72,119.04,38.74,30.34,49.47,52.63
4692,766.73,119.04,38.68,30.32,49.47,52.64
4693,766.73,119.03,38.65,30.31,49.47,52.65
4694,766.74,119.03,38.65,30.31,49.48,52.64
4695,766.74,119.03,38.72,30.31,49.47,52.63
4696,766.74,119.03,38.78,30.31,49.48,52.63
4697,766.74,119.03,38.81,30.29,49.48,52.65
4698,766.74,119.03,38.83,30.28,49.48,52.64
4699,766.74,119.03,38.85,30.28,49.48,52.64
4700,766.74,119.03,38.81,30.26,49.47,52.64
4701,766.75,119.03,38.81,30.25,49.48,52.64
4702,766.75,119.03,38.74,30.22,49.49,52.64
4703,766.76,119.03,38.74,30.20,49.48,52.65
4704,766.76,119.03,38.72,30.17,49.48,52.63
4705,766.77,119.03,38.72,30.16,49.47,52.64
4706,766.77,119.03,38.68,30.15,49.47,52.64
4707,766.78,119.03,38.63,30.15,49.48,52.63
4708,766.78,119.03,38.63,30.14,49.48,52.64
4709,766.79,119.03,38.61,30.13,49.48,52.63
4710,766.80,119.03,38.61,30.11,49.49,52.65
4711,766.80,119.03,38.70,30.09,49.48,52.64
4712,766.81,119.03,38.70,30.10,49.48,52.65
4713,766.81,119.03,38.81,30.10,49.48,52.65
4714,766.82,119.03,38.89,30.09,49.49,52.65
4715,766.83,119.03,38.96,30.09,49.48,52.65
4716,766.83,119.03,39.02,30.09,49.48,52.63
4717,766.84,119.03,39.02,30.08,49.48,52.64
4718,766.84,119.03,39.04,30.08,49.48,52.65
4719,766.85,119.03,39.04,30.09,49.49,52.63
4720,766.85,119.03,39.02,30.09,49.48,52.64
4721,766.86,119.03,38.96,30.09,49.48,52.65
4722,766.86,119.03,38.89,30.09,49.49,52.65
4723,766.87,119.03,38.87,30.09,49.48,52.64
4724,766.87,119.03,38.87,30.09,49.49,52.65
4725,766.88,119.03,38.89,30.09,49.48,52.65
4726,766.88,119.03,38.89,30.09,49.48,52.65
4727,766.89,119.03,38.91,30.09,49.49,52.66
4728,766.89,119.03,38.85,30.08,49.49,52.64
4729,766.90,119.03,38.76,30.09,49.49,52.64
4730,766.90,119.03,38.68,30.09,49.49,52.65
4731,766.90,119.03,38.68,30.09,49.49,52.65
4732,766.91,119.03,38.74,30.09,49.49,52.64
4733,766.91,119.03,38.74,30.09,49.50,52.65
4734,766.92,119.03,38.92,30.10,49.49,52.64
4735,766.92,119.03,39.00,30.11,49.50,52.64
4736,766.93,119.03,39.05,30.12,49.49,52.64
4737,766.93,119.03,38.98,30.12,49.49,52.64
4738,766.94,119.03,38.88,30.12,49.49,52.65
4739,766.94,119.03,38.76,30.12,49.48,52.65
4740,766.95,119.03,38.76,30.12,49.50,52.66
4741,766.95,119.03,38.78,30.13,49.49,52.66
4742,766.95,119.03,38.83,30.13,49.50,52.65
4743,766.95,119.03,38.87,30.13,49.49,52.65
4744,766.95,119.03,38.92,30.13,49.49,52.64
4745,766.95,119.03,38.94,30.12,49.49,52.64
4746,766.96,119.03,38.96,30.12,49.48,52.66
4747,766.96,119.03,38.96,30.12,49.49,52.64
4748,766.96,119.03,38.96,30.12,49.49,52.66
4749,766.96,119.03,38.96,30.12,49.49,52.65
4750,766.96,119.03,39.00,30.08,49.48,52.65
4751,766.96,119.03,39.00,30.05,49.49,52.65
4752,766.96,119.03,39.02,30.02,49.49,52.65
4753,766.96,119.02,39.02,30.02,49.48,52.65
4754,766.97,119.02,39.00,29.99,49.48,52.65
4755,766.97,119.02,39.00,29.96,49.49,52.65
4756,766.97,119.02,39.00,29.94,49.49,52.65
4757,766.97,119.02,39.04,29.94,49.48,52.65
4758,766.98,119.02,39.04,29.92,49.48,52.64
4759,766.98,119.02,39.11,29.91,49.48,52.64
4760,766.98,119.02,39.16,29.91,49.48,52.64
4761,766.98,119.02,39.18,29.91,49.48,52.64
4762,766.98,119.02,39.13,29.96,49.49,52.63
4763,766.98,119.02,39.13,30.00,49.48,52.63
4764,766.98,119.02,39.02,30.03,49.49,52.63
4765,766.98,119.02,39.02,30.07,49.48,52.64
4766,766.98,119.02,38.96,30.09,49.48,52.64
4767,766.98,119.02,38.92,30.12,49.48,52.64
4768,766.99,119.02,38.85,30.15,49.48,52.64
4769,766.99,119.02,38.70,30.15,49.49,52.63
4770,766.99,119.02,38.70,30.18,49.48,52.64
4771,766.99,119.02,38.37,30.18,49.49,52.64
4772,766.99,119.02,38.37,30.19,49.49,52.63
4773,767.00,119.02,38.17,30.21,49.48,52.63
4774,767.00,119.02,38.00,30.23,49.49,52.64
4775,767.00,119.02,37.96,30.24,49.49,52.64
4776,767.00,119.02,37.94,30.25,49.48,52.64
4777,767.01,119.02,37.94,30.25,49.48,52.63
4778,767.01,119.02,37.94,30.25,49.49,52.65
4779,767.01,119.02,37.94,30.26,49.48,52.63
4780,767.01,119.02,37.90,30.27,49.49,52.63
4781,767.01,119.02,37.90,30.27,49.49,52.65
4782,767.01,119.02,37.87,30.28,49.48,52.64
4783,767.01,119.03,37.87,30.29,49.48,52.64
4784,767.01,119.03,37.87,30.29,49.48,52.64
4785,767.01,119.03,37.87,30.29,49.49,52.65
4786,767.01,119.03,37.87,30.31,49.50,52.65
4787,767.01,119.03,37.79,30.31,49.50,52.64
4788,767.00,119.03,37.79,30.33,49.49,52.64
4789,767.00,119.03,37.74,30.35,49.50,52.65
4790,767.00,119.03,37.68,30.36,49.49,52.64
4791,766.99,119.03,37.61,30.37,49.49,52.64
4792,766.99,119.03,37.61,30.37,49.50,52.65
4793,766.99,119.03,37.61,30.38,49.50,52.64
4794,766.98,119.03,37.59,30.40,49.50,52.65
4795,766.98,119.03,37.59,30.40,49.49,52.65
4796,766.98,119.03,37.54,30.40,49.50,52.65
4797,766.97,119.03,37.46,30.40,49.50,52.66
4798,766.97,119.03,37.41,30.41,49.50,52.65
4799,766.96,119.03,37.33,30.41,49.50,52.65
4800,766.95,119.03,37.27,30.41,49.51,52.65
4801,766.95,119.03,37.18,30.40,49.51,52.66
4802,766.95,119.03,37.18,30.41,49.50,52.67
4803,766.94,119.03,37.09,30.41,49.50,52.66
4804,766.94,119.03,37.05,30.41,49.50,52.66
4805,766.93,119.03,37.07,30.42,49.50,52.66
4806,766.93,119.03,37.16,30.42,49.50,52.67
4807,766.93,119.03,37.18,30.44,49.50,52.67
4808,766.92,119.03,37.16,30.44,49.50,52.68
4809,766.91,119.03,37.16,30.46,49.51,52.69
4810,766.91,119.03,37.13,30.47,49.51,52.69
4811,766.90,119.03,37.07,30.48,49.51,52.69
4812,766.90,119.03,37.03,30.48,49.51,52.68
4813,766.89,119.03,37.02,30.49,49.52,52.68
4814,766.88,119.03,37.03,30.50,49.51,52.69
4815,766.88,119.03,37.02,30.51,49.51,52.69
4816,766.87,119.03,37.02,30.51,49.51,52.69
4817,766.86,119.03,37.02,30.51,49.51,52.69
4818,766.86,119.03,37.00,30.52,49.52,52.71
4819,766.85,119.03,36.98,30.52,49.53,52.71
4820,766.85,119.03,36.87,30.52,49.52,52.70
4821,766.84,119.03,36.79,30.52,49.52,52.69
4822,766.83,119.03,36.70,30.52,49.52,52.69
4823,766.83,119.03,36.61,30.52,49.52,52.71
4824,766.82,119.03,36.51,30.51,49.51,52.71
4825,766.81,119.03,36.51,30.52,49.52,52.71
4826,766.81,119.03,36.22,30.53,49.52,52.71
4827,766.80,119.03,36.22,30.53,49.52,52.72
4828,766.79,119.03,36.11,30.52,49.53,52.71
4829,766.79,119.03,35.98,30.53,49.52,52.71
4830,766.78,119.03,35.85,30.52,49.52,52.71
4831,766.77,119.03,35.70,30.52,49.53,52.72
4832,766.77,119.03,35.70,30.52,49.52,52.72
4833,766.76,119.03,35.57,30.53,49.53,52.73
4834,766.75,119.03,35.57,30.53,49.53,52.73
4835,766.75,119.03,35.57,30.53,49.52,52.74
4836,766.74,119.03,35.57,30.53,49.52,52.74
4837,766.73,119.03,35.55,30.53,49.53,52.74
4838,766.73,119.03,35.55,30.52,49.53,52.74
4839,766.73,119.03,35.55,30.52,49.52,52.74
4840,766.72,119.03,35.53,30.53,49.53,52.74
4841,766.72,119.03,35.53,30.53,49.54,52.75
4842,766.72,119.03,35.53,30.52,49.53,52.75
4843,766.71,119.03,35.53,30.52,49.54,52.76
4844,766.71,119.03,35.51,30.51,49.53,52.74
4845,766.71,119.03,35.48,30.52,49.53,52.76
4846,766.70,119.03,35.46,30.52,49.54,52.76
4847,766.70,119.03,35.46,30.52,49.54,52.78
4848,766.70,119.03,35.46,30.53,49.54,52.77
4849,766.69,119.03,35.50,30.52,49.53,52.77
4850,766.69,119.03,35.55,30.53,49.54,52.77
4851,766.69,119.03,35.59,30.53,49.54,52.78
4852,766.68,119.03,35.61,30.53,49.54,52.78
4853,766.68,119.03,35.64,30.54,49.54,52.78
4854,766.68,119.03,35.64,30.54,49.54,52.79
4855,766.67,119.03,35.61,30.55,49.54,52.80
4856,766.67,119.03,35.59,30.55,49.55,52.80
4857,766.67,119.03,35.59,30.55,49.54,52.80
4858,766.67,119.04,35.57,30.55,49.55,52.81
4859,766.66,119.04,35.57,30.55,49.55,52.81
4860,766.66,119.04,35.58,30.54,49.54,52.81
4861,766.66,119.04,35.61,30.55,49.54,52.81
4862,766.65,119.04,35.68,30.55,49.54,52.81
4863,766.64,119.04,35.70,30.55,49.55,52.82
4864,766.64,119.04,35.70,30.56,49.54,52.82
4865,766.63,119.04,35.70,30.56,49.55,52.82
4866,766.62,119.04,35.64,30.57,49.55,52.82
4867,766.61,119.04,35.59,30.58,49.54,52.82
4868,766.60,119.04,35.57,30.60,49.55,52.82
4869,766.60,119.04,35.59,30.60,49.55,52.82
4870,766.59,119.04,35.64,30.60,49.55,52.82
4871,766.58,119.04,35.71,30.61,49.55,52.82
4872,766.57,119.04,35.71,30.64,49.54,52.82
4873,766.57,119.04,35.74,30.64,49.55,52.83
4874,766.56,119.04,35.72,30.66,49.55,52.83
4875,766.56,119.04,35.70,30.67,49.55,52.84
4876,766.55,119.04,35.66,30.69,49.55,52.85
4877,766.54,119.04,35.63,30.69,49.56,52.85
4878,766.54,119.04,35.64,30.71,49.56,52.84
4879,766.53,119.04,35.64,30.72,49.55,52.85
4880,766.52,119.04,35.68,30.74,49.55,52.85
4881,766.51,119.04,35.68,30.74,49.55,52.84
4882,766.51,119.04,35.68,30.76,49.55,52.84
4883,766.50,119.04,35.68,30.76,49.56,52.86
4884,766.49,119.04,35.63,30.76,49.56,52.86
4885,766.48,119.04,35.61,30.76,49.55,52.86
4886,766.48,119.04,35.61,30.76,49.55,52.86
4887,766.47,119.04,35.57,30.78,49.55,52.86
4888,766.46,119.04,35.57,30.78,49.55,52.86
4889,766.45,119.04,35.57,30.79,49.56,52.88
4890,766.45,119.04,35.57,30.78,49.56,52.86
4891,766.44,119.04,35.55,30.78,49.56,52.87
4892,766.43,119.04,35.57,30.78,49.56,52.87
4893,766.43,119.04,35.59,30.78,49.56,52.87
4894,766.42,119.04,35.62,30.79,49.57,52.88
4895,766.41,119.04,35.62,30.78,49.57,52.88
4896,766.40,119.04,35.66,30.77,49.57,52.88
4897,766.40,119.04,35.66,30.76,49.57,52.88
4898,766.39,119.04,35.66,30.77,49.57,52.88
4899,766.38,119.04,35.68,30.77,49.57,52.88
4900,766.37,119.04,35.70,30.77,49.57,52.88
4901,766.37,119.04,35.72,30.76,49.58,52.89
4902,766.36,119.04,35.72,30.76,49.58,52.88
4903,766.35,119.04,35.74,30.73,49.58,52.89
4904,766.35,119.04,35.74,30.71,49.59,52.90
4905,766.34,119.04,35.77,30.69,49.58,52.90
4906,766.33,119.04,35.77,30.68,49.59,52.89
4907,766.32,119.04,35.79,30.68,49.59,52.90
4908,766.32,119.04,35.79,30.68,49.58,52.90
4909,766.31,119.04,35.79,30.68,49.58,52.90
4910,766.30,119.05,35.79,30.68,49.59,52.91
4911,766.29,119.05,35.79,30.67,49.59,52.90
4912,766.29,119.05,35.77,30.66,49.60,52.89
4913,766.28,119.05,35.74,30.67,49.60,52.91
4914,766.28,119.05,35.72,30.67,49.60,52.90
4915,766.27,119.05,35.72,30.66,49.60,52.90
4916,766.27,119.05,35.72,30.66,49.60,52.91
4917,766.26,119.05,35.75,30.67,49.61,52.92
4918,766.26,119.05,35.75,30.67,49.61,52.92
4919,766.26,119.05,35.77,30.68,49.62,52.91
4920,766.26,119.05,35.70,30.68,49.62,52.93
4921,766.26,119.05,35.66,30.67,49.62,52.92
4922,766.26,119.05,35.59,30.65,49.62,52.93
4923,766.26,119.05,35.55,30.65,49.62,52.93
4924,766.26,119.05,35.57,30.65,49.63,52.94
4925,766.26,119.05,35.64,30.62,49.64,52.94
4926,766.26,119.05,35.70,30.59,49.64,52.94
4927,766.26,119.05,35.70,30.57,49.64,52.93
4928,766.26,119.05,35.79,30.56,49.65,52.95
4929,766.26,119.05,35.85,30.54,49.65,52.95
4930,766.26,119.05,35.87,30.52,49.66,52.94
4931,766.26,119.05,35.85,30.51,49.66,52.94
4932,766.26,119.05,35.81,30.51,49.66,52.96
4933,766.26,119.05,35.74,30.49,49.67,52.97
4934,766.26,119.05,35.74,30.47,49.69,52.97
4935,766.25,119.05,35.70,30.45,49.68,52.99
4936,766.25,119.05,35.70,30.44,49.69,52.97
4937,766.24,119.05,35.70,30.43,49.70,52.98
4938,766.24,119.05,35.70,30.42,49.70,52.99
4939,766.24,119.05,35.66,30.42,49.71,52.99
4940,766.24,119.05,35.59,30.42,49.72,53.00
4941,766.24,119.05,35.59,30.42,49.73,53.01
4942,766.24,119.05,35.40,30.41,49.74,53.01
4943,766.24,119.05,35.40,30.42,49.75,53.01
4944,766.24,119.05,35.42,30.42,49.75,53.03
4945,766.23,119.05,35.48,30.41,49.77,53.03
4946,766.23,119.05,35.60,30.41,49.77,53.03
4947,766.22,119.05,35.74,30.41,49.77,53.05
4948,766.22,119.05,35.74,30.41,49.79,53.05
4949,766.21,119.05,35.83,30.41,49.80,53.05
4950,766.21,119.05,35.83,30.41,49.81,53.06
4951,766.21,119.05,35.83,30.42,49.82,53.07
4952,766.20,119.05,35.81,30.41,49.84,53.09
4953,766.20,119.05,35.77,30.42,49.84,53.10
4954,766.20,119.05,35.74,30.41,49.85,53.10
4955,766.20,119.05,35.74,30.41,49.86,53.12
4956,766.20,119.05,35.79,30.39,49.87,53.11
4957,766.20,119.05,35.79,30.40,49.89,53.14
4958,766.20,119.05,35.81,30.39,49.90,53.14
4959,766.20,119.05,35.81,30.39,49.91,53.15
4960,766.20,119.05,35.81,30.40,49.92,53.17
4961,766.20,119.05,35.83,30.41,49.92,53.19
4962,766.19,119.05,35.81,30.41,49.94,53.19
4963,766.19,119.05,35.83,30.40,49.96,53.19
4964,766.19,119.05,35.83,30.41,49.97,53.20
4965,766.18,119.05,35.79,30.42,49.99,53.21
4966,766.18,119.05,35.79,30.42,50.01,53.24
4967,766.17,119.05,35.77,30.43,50.03,53.24
4968,766.17,119.05,35.76,30.43,50.04,53.27
4969,766.16,119.05,35.77,30.44,50.04,53.27
4970,766.16,119.05,35.83,30.44,50.06,53.27
4971,766.16,119.05,35.83,30.43,50.07,53.29
4972,766.16,119.05,35.85,30.42,50.09,53.29
4973,766.16,119.05,35.85,30.42,50.11,53.31
4974,766.16,119.05,35.85,30.42,50.13,53.33
4975,766.15,119.05,35.85,30.42,50.15,53.35
4976,766.15,119.05,35.84,30.42,50.17,53.37
4977,766.15,119.05,35.81,30.41,50.17,53.37
4978,766.15,119.05,35.83,30.41,50.19,53.39
4979,766.14,119.05,35.83,30.42,50.20,53.38
4980,766.14,119.05,35.83,30.41,50.22,53.41
4981,766.14,119.05,35.83,30.42,50.25,53.42
